doc_id,content,data_type,meta_route_id,meta_wp_orden,meta_punto_de_paso,meta_tiempo,meta_altura,meta_latitud,meta_longitud,meta_table_idx,meta_pais,meta_region,meta_provincia,meta_comarca,meta_zona,meta_pueblo,meta_nombre_ruta,meta_categoria,meta_dificultad,meta_descripcion_dificultad,meta_distancia_total_km,meta_altitud_minima_m,meta_altitud_maxima_m,meta_desnivel_acumulado_pos,meta_desnivel_acumulado_neg,meta_tiempo_total_min,meta_Punto_salida_llegada,meta_poblacion_cercana,meta_link_archivo,meta_fecha
125_wp-4,"Waypoint 'Sendero hacia las Bordes d’Envalira', tiempo 3:50h, altura 2.125m, coordenadas 42.552880º, 1.679980º.",waypoint,125,4,Sendero hacia las Bordes d’Envalira,3:50h,2.125m,42.552880º,1.679980º,3,Andorra,Parroquia de Encamp,,,,,GRP - Etapa 3: Refugio de l'Illa - Bordes d'Envalira,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",11.5,2.0,2.83,450.0,-950.0,250.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-03-refugio-de-illa-bordes-envalira,11/11/2025
125_wp-5,"Waypoint 'Bordes d’Envalira', tiempo 4:10h, altura 2.000m, coordenadas 42.558340º, 1.687420º.",waypoint,125,5,Bordes d’Envalira,4:10h,2.000m,42.558340º,1.687420º,3,Andorra,Parroquia de Encamp,,,,,GRP - Etapa 3: Refugio de l'Illa - Bordes d'Envalira,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",11.5,2.0,2.83,450.0,-950.0,250.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-03-refugio-de-illa-bordes-envalira,11/11/2025
126_wp-1,"Waypoint 'Bordes d’Envalira', tiempo 0:00h, altura 2.000m, coordenadas 42.557703º, 1.688367º.",waypoint,126,1,Bordes d’Envalira,0:00h,2.000m,42.557703º,1.688367º,3,Andorra,Parroquia de Canillo,,,,,GRP - Etapa 4: Bordes d'Envalira - Refugio de Juclà,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",8.5,2.0,2585.0,850.0,-550.0,270.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-04-bordes-envalira-refugio-de-jucla,11/11/2025
126_wp-2,"Waypoint 'Humedales - refugio de Siscarró', tiempo 2:00h, altura 2.561m, coordenadas 42.569320º, 1.705940º.",waypoint,126,2,Humedales - refugio de Siscarró,2:00h,2.561m,42.569320º,1.705940º,3,Andorra,Parroquia de Canillo,,,,,GRP - Etapa 4: Bordes d'Envalira - Refugio de Juclà,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",8.5,2.0,2585.0,850.0,-550.0,270.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-04-bordes-envalira-refugio-de-jucla,11/11/2025
126_wp-3,"Waypoint 'Pas de les Vaques', tiempo 2:20h, altura 2.572m, coordenadas 42.579952º, 1.701161º.",waypoint,126,3,Pas de les Vaques,2:20h,2.572m,42.579952º,1.701161º,3,Andorra,Parroquia de Canillo,,,,,GRP - Etapa 4: Bordes d'Envalira - Refugio de Juclà,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",8.5,2.0,2585.0,850.0,-550.0,270.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-04-bordes-envalira-refugio-de-jucla,11/11/2025
126_wp-4,"Waypoint 'Humedales - refugio de Siscarró', tiempo 3:35h, altura 2.100m, coordenadas 42.596479º, 1.704835º.",waypoint,126,4,Humedales - refugio de Siscarró,3:35h,2.100m,42.596479º,1.704835º,3,Andorra,Parroquia de Canillo,,,,,GRP - Etapa 4: Bordes d'Envalira - Refugio de Juclà,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",8.5,2.0,2585.0,850.0,-550.0,270.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-04-bordes-envalira-refugio-de-jucla,11/11/2025
126_wp-5,"Waypoint 'Refugio de Juclà', tiempo 4:30h, altura 2.300m, coordenadas 42.607320º, 1.715740º.",waypoint,126,5,Refugio de Juclà,4:30h,2.300m,42.607320º,1.715740º,3,Andorra,Parroquia de Canillo,,,,,GRP - Etapa 4: Bordes d'Envalira - Refugio de Juclà,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",8.5,2.0,2585.0,850.0,-550.0,270.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-04-bordes-envalira-refugio-de-jucla,11/11/2025
127_wp-1,"Waypoint 'Refugio de Juclà', tiempo 0:00h, altura 2.300m, coordenadas 42.607440º, 1.715860º.",waypoint,127,1,Refugio de Juclà,0:00h,2.300m,42.607440º,1.715860º,4,Andorra,Parroquia de Canillo,,,,,GRP - Etapa 5: Refugio de Juclà - Refugio Borda de Sorteny,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.5,1.97,2.72,1400.0,-1700.0,440.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-05-refugio-de-jucla-refugio-borda-de-sorteny,11/11/2025
127_wp-2,"Waypoint 'Refugio del Manegor', tiempo 1:05h, altura 2.010m, coordenadas 42.610660º, 1.692710º.",waypoint,127,2,Refugio del Manegor,1:05h,2.010m,42.610660º,1.692710º,4,Andorra,Parroquia de Canillo,,,,,GRP - Etapa 5: Refugio de Juclà - Refugio Borda de Sorteny,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.5,1.97,2.72,1400.0,-1700.0,440.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-05-refugio-de-jucla-refugio-borda-de-sorteny,11/11/2025
127_wp-3,"Waypoint 'Refugio de Cabana Sorda', tiempo 2:05h, altura 2.300m, coordenadas 42.611800º, 1.671820º.",waypoint,127,3,Refugio de Cabana Sorda,2:05h,2.300m,42.611800º,1.671820º,4,Andorra,Parroquia de Canillo,,,,,GRP - Etapa 5: Refugio de Juclà - Refugio Borda de Sorteny,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.5,1.97,2.72,1400.0,-1700.0,440.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-05-refugio-de-jucla-refugio-borda-de-sorteny,11/11/2025
127_wp-4,"Waypoint 'Refugio de Coms de Jan', tiempo 3:15h, altura 2.210m, coordenadas 42.617990º, 1.638030º.",waypoint,127,4,Refugio de Coms de Jan,3:15h,2.210m,42.617990º,1.638030º,4,Andorra,Parroquia de Canillo,,,,,GRP - Etapa 5: Refugio de Juclà - Refugio Borda de Sorteny,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.5,1.97,2.72,1400.0,-1700.0,440.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-05-refugio-de-jucla-refugio-borda-de-sorteny,11/11/2025
127_wp-5,"Waypoint 'Collada de Meners', tiempo 5:20h, altura 2.720m, coordenadas 42.621140º, 1.605760º.",waypoint,127,5,Collada de Meners,5:20h,2.720m,42.621140º,1.605760º,4,Andorra,Parroquia de Canillo,,,,,GRP - Etapa 5: Refugio de Juclà - Refugio Borda de Sorteny,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.5,1.97,2.72,1400.0,-1700.0,440.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-05-refugio-de-jucla-refugio-borda-de-sorteny,11/11/2025
127_wp-6,"Waypoint '6 7
        Puente que cruza el río Cebollera', tiempo 6:50h, altura 2.170m, coordenadas 42.623990º, 1.580330º.",waypoint,127,6,"6 7
        Puente que cruza el río Cebollera",6:50h,2.170m,42.623990º,1.580330º,4,Andorra,Parroquia de Canillo,,,,,GRP - Etapa 5: Refugio de Juclà - Refugio Borda de Sorteny,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.5,1.97,2.72,1400.0,-1700.0,440.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-05-refugio-de-jucla-refugio-borda-de-sorteny,11/11/2025
127_wp-7,"Waypoint 'Refugio de Borda de Sorteny', tiempo 7:20h, altura 1.970m, coordenadas 42.622650º, 1.564010º.",waypoint,127,7,Refugio de Borda de Sorteny,7:20h,1.970m,42.622650º,1.564010º,4,Andorra,Parroquia de Canillo,,,,,GRP - Etapa 5: Refugio de Juclà - Refugio Borda de Sorteny,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.5,1.97,2.72,1400.0,-1700.0,440.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-05-refugio-de-jucla-refugio-borda-de-sorteny,11/11/2025
128_wp-1,"Waypoint 'Refugio de Borda de Sorteny', tiempo 0:00h, altura 1.970m, coordenadas 42.622510º, 1.564030º.",waypoint,128,1,Refugio de Borda de Sorteny,0:00h,1.970m,42.622510º,1.564030º,2,Andorra,Parroquia de Ordino,,,,,GRP - Etapa 6: Refugio Borda de Sorteny - Refugio de Comapedrosa,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",20.5,1.41,2586.0,1850.0,-1575.0,595.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-06-refugio-borda-de-sorteny-refugio-de-comapedrosa,11/11/2025
128_wp-2,"Waypoint 'El Serrat', tiempo 1:10h, altura 1.560m, coordenadas 42.619130º, 1.538940º.",waypoint,128,2,El Serrat,1:10h,1.560m,42.619130º,1.538940º,2,Andorra,Parroquia de Ordino,,,,,GRP - Etapa 6: Refugio Borda de Sorteny - Refugio de Comapedrosa,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",20.5,1.41,2586.0,1850.0,-1575.0,595.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-06-refugio-borda-de-sorteny-refugio-de-comapedrosa,11/11/2025
128_wp-3,"Waypoint 'Llorts', tiempo 1:50h, altura 1.430m, coordenadas 42.596270º, 1.526590º.",waypoint,128,3,Llorts,1:50h,1.430m,42.596270º,1.526590º,2,Andorra,Parroquia de Ordino,,,,,GRP - Etapa 6: Refugio Borda de Sorteny - Refugio de Comapedrosa,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",20.5,1.41,2586.0,1850.0,-1575.0,595.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-06-refugio-borda-de-sorteny-refugio-de-comapedrosa,11/11/2025
128_wp-4,"Waypoint 'Refugio de la Angonella', tiempo 4:40h, altura 2.230m, coordenadas 42.607440º, 1.496890º.",waypoint,128,4,Refugio de la Angonella,4:40h,2.230m,42.607440º,1.496890º,2,Andorra,Parroquia de Ordino,,,,,GRP - Etapa 6: Refugio Borda de Sorteny - Refugio de Comapedrosa,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",20.5,1.41,2586.0,1850.0,-1575.0,595.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-06-refugio-borda-de-sorteny-refugio-de-comapedrosa,11/11/2025
128_wp-5,"Waypoint 'Cresta del pico de la Burna', tiempo 5:50h, altura 2.560m, coordenadas 42.597505º, 1.490363º.",waypoint,128,5,Cresta del pico de la Burna,5:50h,2.560m,42.597505º,1.490363º,2,Andorra,Parroquia de Ordino,,,,,GRP - Etapa 6: Refugio Borda de Sorteny - Refugio de Comapedrosa,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",20.5,1.41,2586.0,1850.0,-1575.0,595.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-06-refugio-borda-de-sorteny-refugio-de-comapedrosa,11/11/2025
128_wp-6,"Waypoint 'Refugio de Les Fonts', tiempo 6:50h, altura 2.200m, coordenadas 42.590260º, 1.479289º.",waypoint,128,6,Refugio de Les Fonts,6:50h,2.200m,42.590260º,1.479289º,2,Andorra,Parroquia de Ordino,,,,,GRP - Etapa 6: Refugio Borda de Sorteny - Refugio de Comapedrosa,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",20.5,1.41,2586.0,1850.0,-1575.0,595.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-06-refugio-borda-de-sorteny-refugio-de-comapedrosa,11/11/2025
128_wp-7,"Waypoint 'Cruce refugio del Pla de l’Estany', tiempo 7:30h, altura 2.010m, coordenadas 42.591120º, 1.462340º.",waypoint,128,7,Cruce refugio del Pla de l’Estany,7:30h,2.010m,42.591120º,1.462340º,2,Andorra,Parroquia de Ordino,,,,,GRP - Etapa 6: Refugio Borda de Sorteny - Refugio de Comapedrosa,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",20.5,1.41,2586.0,1850.0,-1575.0,595.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-06-refugio-borda-de-sorteny-refugio-de-comapedrosa,11/11/2025
128_wp-8,"Waypoint 'Enlace con el GR 11', tiempo 8:15h, altura 1.740m, coordenadas 42.583340º, 1.469930º.",waypoint,128,8,Enlace con el GR 11,8:15h,1.740m,42.583340º,1.469930º,2,Andorra,Parroquia de Ordino,,,,,GRP - Etapa 6: Refugio Borda de Sorteny - Refugio de Comapedrosa,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",20.5,1.41,2586.0,1850.0,-1575.0,595.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-06-refugio-borda-de-sorteny-refugio-de-comapedrosa,11/11/2025
128_wp-9,"Waypoint 'Refugio de Comapedrosa', tiempo 9:55h, altura 2.240m, coordenadas 42.579026º, 1.449311º.",waypoint,128,9,Refugio de Comapedrosa,9:55h,2.240m,42.579026º,1.449311º,2,Andorra,Parroquia de Ordino,,,,,GRP - Etapa 6: Refugio Borda de Sorteny - Refugio de Comapedrosa,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",20.5,1.41,2586.0,1850.0,-1575.0,595.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-06-refugio-borda-de-sorteny-refugio-de-comapedrosa,11/11/2025
129_wp-1,"Waypoint 'Refugio de Comapedrosa', tiempo 0:00h, altura 2.240m, coordenadas 42.578979º, 1.449283º.",waypoint,129,1,Refugio de Comapedrosa,0:00h,2.240m,42.578979º,1.449283º,3,Andorra,Parroquia de la Massana,,,,,GRP - Etapa 7: Refugio de Comapedrosa - Aixovall,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",21.5,930.0,2588.0,1150.0,-2450.0,555.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-07-refugio-de-comapedrosa-aixovall,11/11/2025
129_wp-2,"Waypoint 'Portella de Sanfonts', tiempo 1:05h, altura 2.579m, coordenadas 42.573120º, 1.437710º.",waypoint,129,2,Portella de Sanfonts,1:05h,2.579m,42.573120º,1.437710º,3,Andorra,Parroquia de la Massana,,,,,GRP - Etapa 7: Refugio de Comapedrosa - Aixovall,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",21.5,930.0,2588.0,1150.0,-2450.0,555.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-07-refugio-de-comapedrosa-aixovall,11/11/2025
129_wp-3,"Waypoint 'Port Negre', tiempo 1:30h, altura 2.450m, coordenadas 42.564880º, 1.448660º.",waypoint,129,3,Port Negre,1:30h,2.450m,42.564880º,1.448660º,3,Andorra,Parroquia de la Massana,,,,,GRP - Etapa 7: Refugio de Comapedrosa - Aixovall,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",21.5,930.0,2588.0,1150.0,-2450.0,555.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-07-refugio-de-comapedrosa-aixovall,11/11/2025
129_wp-4,"Waypoint 'Collado de de la Botella', tiempo 2:35h, altura 2.070m, coordenadas 42.545340º, 1.453060º.",waypoint,129,4,Collado de de la Botella,2:35h,2.070m,42.545340º,1.453060º,3,Andorra,Parroquia de la Massana,,,,,GRP - Etapa 7: Refugio de Comapedrosa - Aixovall,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",21.5,930.0,2588.0,1150.0,-2450.0,555.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-07-refugio-de-comapedrosa-aixovall,11/11/2025
129_wp-5,"Waypoint 'Collada de Montaner', tiempo 3:40h, altura 2.075m, coordenadas 42.516600º, 1.464230º.",waypoint,129,5,Collada de Montaner,3:40h,2.075m,42.516600º,1.464230º,3,Andorra,Parroquia de la Massana,,,,,GRP - Etapa 7: Refugio de Comapedrosa - Aixovall,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",21.5,930.0,2588.0,1150.0,-2450.0,555.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-07-refugio-de-comapedrosa-aixovall,11/11/2025
129_wp-6,"Waypoint 'Bony de la Pica', tiempo 4:40h, altura 2.402m, coordenadas 42.504950º, 1.460550º.",waypoint,129,6,Bony de la Pica,4:40h,2.402m,42.504950º,1.460550º,3,Andorra,Parroquia de la Massana,,,,,GRP - Etapa 7: Refugio de Comapedrosa - Aixovall,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",21.5,930.0,2588.0,1150.0,-2450.0,555.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-07-refugio-de-comapedrosa-aixovall,11/11/2025
129_wp-7,"Waypoint 'Collado del Obac', tiempo 5:30h, altura 2.080m, coordenadas 42.497480º, 1.469270º.",waypoint,129,7,Collado del Obac,5:30h,2.080m,42.497480º,1.469270º,3,Andorra,Parroquia de la Massana,,,,,GRP - Etapa 7: Refugio de Comapedrosa - Aixovall,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",21.5,930.0,2588.0,1150.0,-2450.0,555.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-07-refugio-de-comapedrosa-aixovall,11/11/2025
129_wp-8,"Waypoint 'Aixàs', tiempo 6:50h, altura 1.530m, coordenadas 42.486880º, 1.467480º.",waypoint,129,8,Aixàs,6:50h,1.530m,42.486880º,1.467480º,3,Andorra,Parroquia de la Massana,,,,,GRP - Etapa 7: Refugio de Comapedrosa - Aixovall,Rutas por etapas y GRs,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",21.5,930.0,2588.0,1150.0,-2450.0,555.0,,,https://www.rutaspirineos.org/rutas/grp-andorra-etapa-07-refugio-de-comapedrosa-aixovall,11/11/2025
