route_id,pdf_path,table_idx,punto_de_paso,tiempo,altura,latitud,longitud
150,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-assua-des-de-rialp_es.pdf,1,Inicio del Camino por el Valle de Àssua,0:00h,722m,42.444150º,1.133741º,
150,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-assua-des-de-rialp_es.pdf,1,Castillo de Rialp,0:10h,766m,42.444728º,1.133960º,
150,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-assua-des-de-rialp_es.pdf,1,Iglesia de Sant Iscle y Santa Victoria,0:50h,1.034m,42.463054º,1.105553º,
150,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-assua-des-de-rialp_es.pdf,1,Iglesia de Santa Coloma de Escàs,2:00h,1.006m,42.309975º,1.037576º,
150,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-assua-des-de-rialp_es.pdf,1,5,,,,,
150,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-assua-des-de-rialp_es.pdf,1,Iglesia de Santa Llúcia de Sorre,2:45h,1.072m,42.452578º,1.098312º,
150,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-assua-des-de-rialp_es.pdf,1,"6 7
        Museo de los Pastores y Sant Pere de Llessui",3:45h,1.405m,42.451492º,1.074073º,
150,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-assua-des-de-rialp_es.pdf,1,Iglesia de Sant Victor de Saurí,4:10h,1.243m,42.446048º,1.072447º,
150,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-assua-des-de-rialp_es.pdf,1,Iglesia de Sant Serni de Altron,4:50h,956m,42.450586º,1.103681º,
150,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-assua-des-de-rialp_es.pdf,1,1,,,,,
150,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-assua-des-de-rialp_es.pdf,1,Inicio del Camino por el Valle de Àssua,5:50h,722m,42.444150º,1.133741º,
151,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-ora-pla-de-busa-sant-pere-de-graudescales_es.pdf,3,Monumento a Guifré el Pilós,0:00h,751m,42.085568º,1.674655º,
151,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-ora-pla-de-busa-sant-pere-de-graudescales_es.pdf,3,Mas del Pujol,0:08h,783m,42.087857º,1.674485º,
151,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-ora-pla-de-busa-sant-pere-de-graudescales_es.pdf,3,Mas Orriols,1:00h,1.105m,42.095048º,1.669640º,
151,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-ora-pla-de-busa-sant-pere-de-graudescales_es.pdf,3,Casa Bartolina,1:30h,1.313m,42.098988º,1.657610º,
151,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-ora-pla-de-busa-sant-pere-de-graudescales_es.pdf,3,Cruce de caminos,1:40h,1.315m,42.101378º,1.651860º,
151,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-ora-pla-de-busa-sant-pere-de-graudescales_es.pdf,3,Grado de Vilamala,1:55h,1.350m,42.101866º,1.664156º,
151,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-ora-pla-de-busa-sant-pere-de-graudescales_es.pdf,3,Casa Vilamala,2:15h,1.071m,42.108098º,1.664980º,
151,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-ora-pla-de-busa-sant-pere-de-graudescales_es.pdf,3,Sant Pere de Graudescales,3:05h,830m,42.102268º,1.689090º,
151,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-d-ora-pla-de-busa-sant-pere-de-graudescales_es.pdf,3,Monumento a Guifré el Pilós,3:45h,751m,42.085568º,1.674655º,
152,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-de-la-llosa-cerdanya_es.pdf,1,Cal Jan de la Llosa,0:00h,1.610m,42.439436º,1.699560º,
152,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-de-la-llosa-cerdanya_es.pdf,1,Castillo de la Llosa,0:25h,1.702m,42.442371º,1.701950º,
152,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-de-la-llosa-cerdanya_es.pdf,1,Barraca de la Farga,0:40h,1.737m,42.448253º,1.701097º,
152,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-de-la-llosa-cerdanya_es.pdf,1,Río de Calm Colomer,0:55h,1.790m,42.454187º,1.701158º,
152,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-de-la-llosa-cerdanya_es.pdf,1,5,,,,,
152,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-de-la-llosa-cerdanya_es.pdf,1,Palanca de Prat Xuixirà,1:40h,1.975m,42.471652º,1.699080º,
152,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-de-la-llosa-cerdanya_es.pdf,1,"6 7
        Oratorio de la Mare de Déu de la Llosa",1:50h,2.008m,42.478179º,1.701120º,
152,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-de-la-llosa-cerdanya_es.pdf,1,Cabaña de Esparvers,2:10h,2.068m,42.485597º,1.703205º,
152,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-vall-de-la-llosa-cerdanya_es.pdf,1,Cal Jan de la Llosa,3:45h,1.610m,42.439436º,1.699560º,
153,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-volta-al-catllaras-bergueda_es.pdf,1,Calle Regatell de la Pobla de Lillet,0:00h,840m,42.243590º,1.974634º,
153,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-volta-al-catllaras-bergueda_es.pdf,1,Monasterio de Santa Maria de Lillet,0:25h,922m,42.242303º,1.992963º,
153,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-volta-al-catllaras-bergueda_es.pdf,1,Castillo de Lillet,0:45h,1.058m,42.237720º,1.987986º,
153,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-volta-al-catllaras-bergueda_es.pdf,1,Chalet del Catllaràs,1:35h,1.368m,42.224239º,1.971210º,
153,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-volta-al-catllaras-bergueda_es.pdf,1,Mirador de la Roca de la Lluna,1:55h,1.492m,42.222550º,1.964651º,
153,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-volta-al-catllaras-bergueda_es.pdf,1,Prado Gespador y la fuente,2:30h,1.532m,42.211954º,1.956420º,
153,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-volta-al-catllaras-bergueda_es.pdf,1,Roca del Catllaràs,3:00h,1.670m,42.203919º,1.941687º,
153,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-volta-al-catllaras-bergueda_es.pdf,1,Collado del Llobató,3:10h,1.627m,42.205057º,1.933409º,
153,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-volta-al-catllaras-bergueda_es.pdf,1,Campo del Ermità,3:20h,1.467m,42.210236º,1.933738º,
153,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-volta-al-catllaras-bergueda_es.pdf,1,1     Santuario de Falgars,4:00h,1.277m,42.227149º,1.945401º,
153,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-la-volta-al-catllaras-bergueda_es.pdf,1,Calle Regatell de la Pobla de Lillet,4:45h,840m,42.243590º,1.974634º,
154,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lago-de-gaube_es.pdf,1,Pont d’Espagne,0:00h,1.490m,42.8515730º,-0.1371440º,
154,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lago-de-gaube_es.pdf,1,Desvío Hôtellerie du Lac de Gaube,0:48h,1.727m,42.8348370º,-0.1390920º,
154,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lago-de-gaube_es.pdf,1,Hôtellerie du Lac de Gaube,0:50h,1.731m,42.8340840º,-0.1390040º,
154,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lago-de-gaube_es.pdf,1,Pont d’Espagne,1:30h,1.490m,42.8515730º,-0.1371440º,
155,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lago-de-gaube-y-circo-de-oulettes_es.pdf,4,Punto de paso,Tiempo,Altura,Latitud,Longitud,
155,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lago-de-gaube-y-circo-de-oulettes_es.pdf,4,Pont d’Espagne,0:00h,1.490m,42.8515730º,-0.1371440º,
155,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lago-de-gaube-y-circo-de-oulettes_es.pdf,4,Desvío Hôtellerie du Lac de Gaube,0:48h,1.727m,42.8348370º,-0.1390920º,
155,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lago-de-gaube-y-circo-de-oulettes_es.pdf,4,"3 4
       Hôtellerie du Lac de Gaube",0:50h,1.731m,42.8340840º,-0.1390040º,
155,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lago-de-gaube-y-circo-de-oulettes_es.pdf,4,Cabecera lago de Gaube,1:10h,1.741m,42.8281359º,-0.1400973º,
155,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lago-de-gaube-y-circo-de-oulettes_es.pdf,4,Puente salto de agua,1:25h,1.775m,42.8239408º,-0.1387259º,
155,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lago-de-gaube-y-circo-de-oulettes_es.pdf,4,Cascada de Esplumouse,2:00h,1.945m,42.8109423º,-0.1377349º,
155,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lago-de-gaube-y-circo-de-oulettes_es.pdf,4,Puente vigas metálicass,2:10h,1.995m,42.8084130º,-0.1369010º,
155,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lago-de-gaube-y-circo-de-oulettes_es.pdf,4,Refugio de Oulettes de Gaube,2:50h,2.146m,42.7934601º,-0.1418367º,
155,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lago-de-gaube-y-circo-de-oulettes_es.pdf,4,Pont d’Espagne,5:20h,1.490m,42.8515730º,-0.1371440º,
156,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-las-fuentes-del-llobregat-en-castellar-de-nhug_es.pdf,2,Aparcamiento Castellar de n’Hug,0:00h,N 42.2819600º,E 2.0161510º,1.372m,
156,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-las-fuentes-del-llobregat-en-castellar-de-nhug_es.pdf,2,Las fuentes del Llobregat,0:15h,N 42.2823150º,E 2.0129350º,1.280m,
156,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-las-fuentes-del-llobregat-en-castellar-de-nhug_es.pdf,2,Bar Molí de les Fonts,0:20h,N 42.2814390º,E 2.0117550º,1.270m,
156,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-las-fuentes-del-llobregat-en-castellar-de-nhug_es.pdf,2,Aparcamiento Castellar de n’Hug,0:45h,N 42.2819600º,E 2.0161510º,1.372m,
157,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lo-portus-avedoga-adons-desde-la-torre-de-tamurcia_es.pdf,3,Pista a la Espluga de Serra,0:00h,1.060m,42.295045º,0.799344º,
157,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lo-portus-avedoga-adons-desde-la-torre-de-tamurcia_es.pdf,3,Barranco de Miralles,0:20h,950m,42.298760º,0.812507º,
157,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lo-portus-avedoga-adons-desde-la-torre-de-tamurcia_es.pdf,3,Pista de Sant Gervàs,0:45h,1.098m,42.305332º,0.814832º,
157,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lo-portus-avedoga-adons-desde-la-torre-de-tamurcia_es.pdf,3,Ermita de Sant Gervàs,1:05h,1.270m,42.310327º,0.815966º,
157,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lo-portus-avedoga-adons-desde-la-torre-de-tamurcia_es.pdf,3,Portús,2:00h,1.675m,42.315255º,0.824666º,
157,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lo-portus-avedoga-adons-desde-la-torre-de-tamurcia_es.pdf,3,Avedoga d’Adons,3:00h,1.839m,42.314127º,0.838212º,
157,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lo-portus-avedoga-adons-desde-la-torre-de-tamurcia_es.pdf,3,Área de recreo del barranco de Miralles,5:00h,957m,42.299046º,0.811687º,
157,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-lo-portus-avedoga-adons-desde-la-torre-de-tamurcia_es.pdf,3,Pista a la Espluga de Serra,5:30h,1.060m,42.295045º,0.799344º,
158,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-arbolo-gerri-de-la-sal-sort_es.pdf,3,Hotel Les Brases - Sort,0:00h,693m,42.415018º,1.132340º,
158,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-arbolo-gerri-de-la-sal-sort_es.pdf,3,Savarneda,0:50h,693m,42.388267º,1.129199º,
158,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-arbolo-gerri-de-la-sal-sort_es.pdf,3,Borda de Menal,2:50h,648m,42.364801º,1.099191º,
158,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-arbolo-gerri-de-la-sal-sort_es.pdf,3,4,,,,,
158,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-arbolo-gerri-de-la-sal-sort_es.pdf,3,Puente de Arcalís - Baro,3:15h,637m,42.359610º,1.085812º,
158,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-arbolo-gerri-de-la-sal-sort_es.pdf,3,Santuario de la Mare de Déu de Arboló,4:15h,641m,42.335403º,1.066027º,
158,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-arbolo-gerri-de-la-sal-sort_es.pdf,3,Plaza del Mercadal en Gerri de la Sal,5:00h,615m,42.323337º,1.064253º,
159,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-de-bell-lloc-desde-dorres_es.pdf,2,Iglesia Saint Jean de Dorres,0:00h,N 42.4847940º,E 1.9402250º,1.454m,
159,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-de-bell-lloc-desde-dorres_es.pdf,2,Tomamos la calle de la derecha,0:05h,N 42.4851239º,E 1.9381172º,1.447m,
159,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-de-bell-lloc-desde-dorres_es.pdf,2,Capilla de la Mageta,0:10h,N 42.4843320º,E 1.9327650º,1.468m,
159,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-de-bell-lloc-desde-dorres_es.pdf,2,"4 5
        Desvío “Chemin du Bell-lloc”",0:15h,N 42.4843660º,E 1.9304580º,1.486m,
159,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-de-bell-lloc-desde-dorres_es.pdf,2,Giro a la derecha (SO) hacia Bell-lloc,0:30h,N 42.4791090º,E 1.9318510º,1.566m,
159,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-de-bell-lloc-desde-dorres_es.pdf,2,"6 7
        Intersección “Chemin du Chalet”",0:38h,N 42.4782840º,E 1.9294480º,1.609m,
159,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-de-bell-lloc-desde-dorres_es.pdf,2,Iglesia de Bell-lloc,0:45h,N 42.4794067º,E 1.9263246º,1.680m,
159,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-de-bell-lloc-desde-dorres_es.pdf,2,Cruzamos valla metálica,1:05h,N 42.4777150º,E 1.9342800º,1.518m,
159,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-de-bell-lloc-desde-dorres_es.pdf,2,Carretera a Santa Maria de Bell-lloc,1:20h,N 42.4773900º,E 1.9385890º,1.468m,
159,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-de-bell-lloc-desde-dorres_es.pdf,2,Iglesia Saint Jean de Dorres,1:35h,N 42.4847940º,E 1.9402250º,1.454m,
160,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-massis-de-ardenya-des-de-sant-feliu-de-guixols_es.pdf,1,Oficina de turismo - plaza del Monestir,0:00h,5m,41.780385º,3.026483º,
160,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-massis-de-ardenya-des-de-sant-feliu-de-guixols_es.pdf,1,Cruce de Tres Camins,1:15h,174m,41.784647º,2.989685º,
160,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-massis-de-ardenya-des-de-sant-feliu-de-guixols_es.pdf,1,Collado del Vidre,1:45h,342m,41.783554º,2.976809º,
160,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-massis-de-ardenya-des-de-sant-feliu-de-guixols_es.pdf,1,Collado del Escorpí,2:00h,369m,41.779515º,2.973687º,
160,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-massis-de-ardenya-des-de-sant-feliu-de-guixols_es.pdf,1,Collado de Sant Baldiri,2:15h,348m,41.780559º,2.963661º,
160,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-massis-de-ardenya-des-de-sant-feliu-de-guixols_es.pdf,1,Cruce de la Trencada,2:25h,317m,41.775142º,2.962653º,
160,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-massis-de-ardenya-des-de-sant-feliu-de-guixols_es.pdf,1,Collado de la Creu de Barraquer,2:45h,338m,41.777386º,2.976603º,
160,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-massis-de-ardenya-des-de-sant-feliu-de-guixols_es.pdf,1,Mas de Sant Benet del Bosc,3:05h,313m,41.773218º,2.984171º,
160,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-massis-de-ardenya-des-de-sant-feliu-de-guixols_es.pdf,1,Collado de la Mare de Déu,3:25h,266m,41.775994º,2.996061º,
160,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-massis-de-ardenya-des-de-sant-feliu-de-guixols_es.pdf,1,Collado de Portes,3:50h,124m,41.777000º,3.007218º,
160,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-massis-de-ardenya-des-de-sant-feliu-de-guixols_es.pdf,1,Oficina de turismo - plaza del Monestir,4:50h,5m,41.780385º,3.026483º,
161,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-matamala-i-les-llosses-per-antics-camins-de-ferradura_es.pdf,2,Santa Maria de Matamala,0:00h,970m,42.159271º,2.089517º,
161,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-matamala-i-les-llosses-per-antics-camins-de-ferradura_es.pdf,2,Collado de Camp de Pinyons,0:25h,1.079m,42.166842º,2.083459º,
161,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-matamala-i-les-llosses-per-antics-camins-de-ferradura_es.pdf,2,Collado del Forn,1:05h,1.092m,42.168384º,2.099733º,
161,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-matamala-i-les-llosses-per-antics-camins-de-ferradura_es.pdf,2,Santa Maria de Les Llosses,1:45h,990m,42.152983º,2.103449º,
161,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-matamala-i-les-llosses-per-antics-camins-de-ferradura_es.pdf,2,Santa Maria de Matamala,2:30h,970m,42.159271º,2.089517º,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,1er día,,,,,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,Aparcamiento de Anéou,0:00h,N 42.8149616º,E -0.4181219º,1.730m,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,Collado de Soum de Pombie,1:00h,N 42.8265785º,E -0.4256997º,2.129m,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,3,,,,,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,Refugio de Pombie,1:20h,N 42.8355170º,E -0.4268290º,2.032m,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,4,,,,,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,Collado de Souzon,2:05h,N 42.8469720º,E -0.4233370º,2.127m,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,5,,,,,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,Vivac,2:20h,N 42.8455175º,E -0.428151º,2.150m,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,2o día,,,,,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,5,,,,,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,Vivac,0:00h,N 42.8455175º,E -0.428151º,2.150m,
162,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-midi-d-ossau-por-refugio-pombie_es.pdf,3,1a chimenea,0:20h,N 42.8453480º,E -0.431260º,2.203m,
